12,5,2007,127,1326,-3897.57,109,1605
14,5,2002,156,2718,-1839.73,130,1870
17,3,2009,124,2573,980.681,197,2294
12,7,2006,116,1544,-4696.9,184,1790
1,3,2014,193,1576,4639.15,,
2,5,2023,158,2426,-3104.76,108,2893
15,3,2021,199,1348,-3055.4,175,1102
18,8,2004,197,1674,-205.088,198,2340
22,10,2015,119,2621,-1151.56,156,1295
23,5,2016,153,1638,-1877.55,157,2011
7,3,2012,159,2393,-2814.47,192,2137
19,2,2011,167,2503,-3528.44,193,2684
23,11,2007,185,2105,4122.7,130,1571
5,12,2016,170,1311,-3856.95,179,1682
1,3,2023,131,2520,2389.56,198,1201
20,8,2003,159,1668,2389.96,117,1341
27,10,2006,126,2730,-2251.76,,
30,1,2019,146,2479,-546.882,128,2841
12,10,2013,117,1812,382.917,128,2054
22,9,2023,193,1709,3156.08,141,2645
10,8,2017,151,2115,-3074.64,177,1058
30,1,2004,138,2684,-3722.29,,
20,3,2020,114,1449,-4867.2,161,2760
12,6,2011,122,1438,-3034.53,,
16,4,2012,124,2339,685.127,184,1959
25,11,2001,156,2293,-516.841,167,1719
1,3,2001,100,1860,-3021.13,,
15,11,2010,123,1353,111.304,,
18,7,2001,188,1551,4825.28,166,1517
14,6,2004,135,2117,-1718.39,101,2021
3,2,2015,102,1492,-2688.58,194,1622
22,2,2023,177,1714,859.539,,
9,2,2019,180,2384,1766.41,169,1668
16,8,2001,132,1524,950.701,156,2775
27,4,2016,147,1772,1675.14,143,1684
11,1,2008,120,1737,-837.337,134,1397
16,6,2006,117,2552,595.617,161,1191
27,2,2002,170,2024,-1430.96,151,1776
4,9,2007,163,2699,96.8597,178,2618
17,6,2010,184,1767,-2800.55,111,1642
20,7,2000,108,1446,-1440.47,153,2844
22,12,2005,116,1551,857.827,,
9,6,2011,124,1694,2046.8,,
26,2,2005,128,1323,3428.03,196,1954
13,11,2010,162,2143,-1853.2,144,1263
16,10,2020,145,1838,-3585.44,161,2760
7,7,2012,184,2813,-3449.83,116,1530
2,5,2015,106,2230,2607.74,137,1165
13,1,2004,102,2334,-2550,193,1844
7,11,2005,124,2145,3817.6,,
12,10,2023,182,1435,3189.19,,
20,2,2002,177,1465,-1319.43,,
8,9,2000,179,1408,3928.18,175,1926
23,3,2023,147,2138,3696.19,115,1997
29,5,2011,170,2182,3007.62,,
17,2,2018,168,1149,1275.92,101,2129
16,2,2008,143,1130,-4383.44,174,2597
8,4,2013,108,1119,2401.57,189,2209
17,1,2010,119,1709,-762.895,,
22,8,2009,163,1862,3271.71,122,1730
18,6,2018,109,2568,-3859.33,,
15,4,2019,198,2233,1453.48,113,1604
29,8,2004,169,2922,-2112.29,181,1615
27,7,2022,150,1791,-1485.46,152,2165
4,7,2015,167,2087,840.31,129,1244
5,2,2007,182,1194,-1470.76,179,2217
3,12,2011,132,1952,3554.45,182,2702
19,12,2021,114,2844,-3474.48,125,2643
1,8,2023,188,1121,839.076,130,2139
25,1,2003,125,2858,-3388.16,139,2018
10,1,2021,112,1897,4419.05,117,1674
6,4,2015,129,2077,3047.3,176,2096
11,11,2009,154,1829,2651.5,109,1092
17,9,2003,105,2585,-596.313,182,1718
8,5,2018,107,1116,2279.82,,
10,5,2022,196,1460,-160.208,126,1393
3,1,2011,197,2756,-2747.8,124,1007
21,5,2007,171,1051,-3094.79,,
5,1,2002,138,2266,1579.33,141,1544
16,12,2021,133,2542,2987.53,108,2797
15,5,2009,148,1541,2288.28,155,1780
12,6,2015,194,2560,4350.85,177,2375
15,3,2000,113,1942,-2955.8,171,2890
5,11,2008,144,1673,1354.21,188,2597
28,4,2020,189,1863,-3553.25,103,1168
5,12,2021,152,1705,818.331,182,2894
11,10,2006,192,2016,-1229.73,151,2257
18,1,2003,194,1062,-1590.74,126,2482
28,12,2004,132,2119,3575.86,,
1,12,2015,161,2323,946.807,197,1247
26,7,2017,136,1313,4515.22,,
12,7,2018,176,2891,2935.42,155,2641
25,1,2012,185,1942,-4042.03,,
1,5,2008,104,1288,1264.54,118,2608
28,10,2015,141,1062,3351.94,,
23,6,2008,148,2344,-593.761,,
8,1,2011,156,1450,1203.43,,
23,11,2023,184,1597,-2150.61,,
13,1,2005,124,1815,3785.11,105,1102
13,7,2006,132,1414,4408.32,124,1200
25,7,2004,147,1400,-2577.42,102,1476
11,12,2005,153,2336,3740.25,181,2808
23,12,2003,104,2765,4524.55,,
3,10,2015,194,1459,348.526,128,1995
27,8,2016,143,1221,-3899.35,124,2960
10,10,2019,128,1315,308.268,193,1183
20,11,2010,181,1807,-4271.18,147,1151
13,7,2008,101,1747,2781.91,159,1150
27,7,2003,197,2791,3427.32,,
30,9,2012,101,1420,927.213,,
1,4,2016,136,2708,2443.35,104,1209
26,4,2019,115,1955,61.5825,192,1868
26,9,2023,118,2203,3538.1,176,1819
17,1,2000,109,2384,3539.12,189,2564
26,1,2010,194,2908,2431.39,155,2980
20,1,2022,104,1282,-4362.31,173,1545
8,3,2022,107,1773,-2593.04,187,2748
7,11,2017,125,1331,4415.72,142,1337
29,8,2019,147,1858,-2124.31,119,1081
24,12,2009,179,2608,-3075,167,2072
19,1,2008,147,2178,4207.11,108,2954
16,9,2013,175,2411,-2850.7,150,2737
7,11,2002,122,1098,244.268,,
9,5,2010,175,2421,2527.18,,
13,3,2016,184,1994,1334.61,,
12,9,2021,136,1999,856.11,150,2695
28,7,2017,186,2691,1666.49,190,2877
19,9,2000,144,1492,-1475,157,2813
4,8,2010,123,2120,4807.18,,
28,2,2005,115,1536,-917.904,,
8,10,2006,186,2214,-3414.1,191,2554
12,2,2014,120,2029,-3491.24,155,2876
12,7,2001,163,1319,267.74,112,1494
20,1,2003,131,2332,3669.62,134,2668
6,9,2008,156,1015,-1828.98,178,2057
17,4,2017,148,1576,3389.32,114,2438
14,1,2017,145,1018,618.786,127,2190
28,5,2012,115,1001,1310.3,130,1477
28,7,2022,131,2805,1788.01,187,2080
13,11,2008,196,2206,-1907.36,,
15,9,2007,185,2712,2197.15,141,2770
13,6,2004,125,2587,2732.19,,
1,5,2002,141,1804,-1513.27,,
11,11,2009,187,1823,-1795.82,111,2448
24,5,2017,110,1659,-3332.22,194,2954
12,9,2013,124,1318,54.2002,190,2110
2,4,2021,184,2187,2070.64,148,2549
18,5,2002,142,1812,1899.86,127,2683
12,7,2000,149,2993,4276.28,161,1907
25,1,2016,154,1805,2647.49,133,1797
30,8,2017,197,1581,4545.93,173,1600
4,4,2005,141,1361,2509.62,116,2287
11,7,2007,146,2210,1060.81,,
10,3,2015,198,2435,-4967.38,124,1710
21,5,2001,131,2442,-1245.68,,
29,9,2019,108,2114,-3888.95,107,1099
19,3,2020,198,2793,2029.99,119,2264
7,7,2021,165,1365,-4739.26,107,2106
24,1,2022,109,2856,4535.54,171,2760
12,4,2018,193,2107,719.91,119,2877
20,9,2013,149,2193,78.5215,135,2427
30,4,2013,100,2655,-1659.05,,
27,7,2003,163,2883,57.5622,,
22,12,2023,126,1203,-2334,,
14,7,2013,113,2922,-1616.42,144,2027
9,9,2006,115,2569,4883.09,145,1376
22,11,2022,109,2899,-179.067,153,2752
25,11,2021,123,1027,148.368,143,2617
6,7,2014,186,1286,-713.076,,
1,6,2004,144,2177,-2438.01,,
16,10,2003,197,2035,2977.24,,
4,11,2005,168,2627,4242.08,127,2614
14,4,2009,113,1756,3424.01,191,1701
18,11,2015,145,2751,-3455.43,179,2153
30,7,2000,107,2757,4438.08,170,1174
29,4,2000,166,1333,-4687.92,191,1270
30,6,2008,178,2987,2912.3,,
6,1,2016,154,1935,-3462.81,185,1956
5,5,2010,186,1051,-4273.69,173,2082
2,8,2000,197,2521,4120.97,,
21,2,2006,189,1939,-3972.87,165,1484
25,9,2014,105,2809,-3820.31,119,1724
17,1,2021,108,1738,939.792,125,1389
28,1,2005,193,2240,38.1598,138,2372
14,9,2001,169,1845,-224.306,194,2508
22,11,2011,122,2791,2057.31,157,1048
10,5,2004,186,2425,-934.282,188,1391
27,9,2009,191,1073,1148.79,135,2989
24,12,2013,115,2126,-3399.73,196,1443
2,11,2014,114,2240,2590.32,,
16,12,2021,111,1743,-212.3,160,1741
26,6,2010,189,2615,4081.73,139,1439
19,11,2003,192,1708,-3037.39,149,1594
28,2,2021,109,2026,32.8783,190,2596
25,11,2019,157,2154,301.742,,
27,12,2005,197,2226,-1731.59,123,2865
21,11,2004,151,2989,3178.24,178,2550
10,5,2009,196,2729,-2041.36,,
2,3,2019,150,2276,314.242,149,2990
5,12,2007,182,1278,-1036.9,,
1,7,2018,124,1203,2985.49,181,2981
24,5,2012,108,1753,4482.72,174,1601
30,9,2001,177,1996,-4420.43,154,1848
15,5,2010,197,1820,-282.478,158,1230
24,12,2009,154,1304,-1024.76,177,1038
24,1,2011,138,1240,896.718,169,2388
15,10,2018,195,1221,-869.071,108,2426
23,7,2006,150,2361,359.371,,
27,11,2004,197,2051,-2067.4,116,2205
25,6,2005,199,1465,-3208.42,198,2825
22,12,2004,107,2231,-229.388,104,2932
2,11,2003,174,2676,-59.2259,182,2608
6,9,2013,100,2496,-1036.11,140,2237
15,8,2018,124,2528,-4460.9,,
4,7,2005,133,1818,1536.06,102,2928
6,6,2006,188,2688,-441.515,166,2266
12,4,2021,135,1558,3536.33,102,2351
30,1,2022,169,2347,-3024.42,,
27,12,2009,121,2184,2478.1,139,2350
21,7,2015,167,2480,-1970.84,154,2697
18,1,2000,193,1515,-4353.18,166,1946
1,6,2001,185,2732,3931.65,110,2271
7,3,2014,103,1596,-214.118,,
29,6,2013,132,2343,3280.18,,
29,3,2011,143,2424,2035.79,179,1517
29,2,2019,172,1047,-3106.03,197,2083
23,7,2013,187,2285,-1212.69,197,2834
19,7,2006,143,2922,2474.7,,
1,2,2018,151,2969,4049.27,131,2250
1,7,2012,173,1166,-4910.35,,
20,6,2020,167,2695,-398.04,108,2837
14,2,2019,136,1448,-494.388,176,1764
4,8,2013,132,1839,-1778.52,148,1376
21,8,2023,175,1793,184.943,,
2,8,2023,164,2093,-2344.88,114,1182
3,11,2020,109,2853,3354.73,172,1933
12,7,2005,187,2264,4830.49,198,1873
22,3,2013,103,1004,-277.64,187,1652
21,7,2001,105,1424,351.396,145,1022
4,9,2008,168,2349,4828.6,125,1596
24,3,2001,116,2863,3289.14,159,1082
27,5,2013,123,2383,2040.48,103,1837
2,11,2021,172,1341,-4156.56,178,2783
16,1,2013,122,1313,2206.89,187,1070
9,11,2010,162,1013,-4019.15,104,1220
5,7,2021,179,2551,1589.91,188,1959
3,3,2001,106,1477,4443.25,142,1464
7,2,2020,155,1033,2130.99,161,2540
13,5,2019,190,1510,1021.49,176,1214
9,1,2009,103,2769,3469.97,,
8,4,2014,102,1735,2872.11,156,1507
14,2,2022,186,2465,1721.44,126,2797
23,11,2021,164,2695,-3497.25,125,2394
5,8,2005,133,2838,1112.94,,
27,7,2017,102,2339,-3877.64,122,1508
15,1,2017,143,2682,4190.04,126,1510
2,7,2009,158,1958,-4343.41,153,1254
29,5,2017,163,1474,-1234.88,184,1210
14,7,2021,126,2809,-4186.55,184,2154
10,9,2012,194,1142,-196.84,123,1830
7,7,2021,163,1566,2736.17,105,2820
10,1,2020,158,1135,832.365,,
5,7,2007,106,1605,41.5523,192,2996
23,7,2019,111,2963,-3871.02,130,1788
9,10,2005,107,1312,-2283.1,176,2920
9,12,2016,127,1093,1159.78,187,2965
12,1,2016,104,2274,-3818.71,131,2897
3,8,2014,179,1247,-2460.85,174,1694
20,7,2011,134,1243,4742.63,,
2,8,2014,154,1804,-2906.55,151,2605
10,7,2006,193,2831,1224.32,176,2510
16,11,2009,121,1876,-4718.12,119,1199
17,5,2005,130,1380,1496.81,,
4,8,2002,155,2289,-432.241,192,2254
23,12,2018,100,2282,298.025,161,2519
28,6,2019,180,1664,1142.4,,
28,7,2005,180,1359,713.69,130,2380
20,3,2015,131,2511,2916.91,196,1895
24,1,2005,138,1175,1931.27,157,1745
6,10,2011,105,2136,-2123.56,161,1352
11,5,2020,150,2748,-1245.96,,
27,7,2011,169,1316,-715.211,156,2606
29,6,2015,146,2450,-3192.11,181,1239
25,3,2007,173,2035,-4512.46,156,1223
8,12,2022,178,2773,2091.5,138,2578
8,3,2004,182,2005,-3320.94,,
27,12,2019,192,2805,-160.994,134,2754
1,11,2010,141,2161,2597.3,149,2957
28,2,2021,181,2859,1593.1,136,2088
20,12,2000,118,2496,-2883.35,186,2122
21,6,2006,186,2702,3718.15,122,2633
1,11,2004,129,1255,-4782,,
9,10,2017,199,1668,2872.46,157,2513
29,11,2019,161,1660,-1368.97,111,1054
19,11,2005,126,1953,4264.56,,
10,12,2020,130,2758,4272.25,119,2788
7,10,2021,170,1663,3391.79,130,1626
7,1,2015,190,1537,-2657.12,141,1445
29,3,2012,133,2771,611.061,122,1276
4,4,2012,162,2518,-1046.23,120,2040
25,2,2002,150,2277,591.891,133,2961
28,1,2015,166,2199,-3871.5,114,1431
19,12,2001,171,2595,-1833.48,159,2237
9,1,2018,118,1409,-2878.99,150,1899
25,12,2016,134,2439,1871.13,193,1830
10,8,2016,111,2712,2652.7,171,1208
19,2,2003,189,2778,3659.46,126,1682
29,5,2015,190,2004,3564.91,,
22,9,2016,120,1939,-3012.09,141,2209
1,1,2020,197,1077,4053.89,181,1820
7,3,2007,107,2748,3436.13,149,1733
4,10,2008,129,1886,3359.81,101,1763
26,4,2007,171,2908,171.557,155,1664
27,7,2017,195,2142,244.807,122,2589
9,10,2009,191,2154,-3623.38,133,2518
10,8,2004,150,2539,994.856,148,2177
29,2,2008,119,2642,-4897.29,115,2829
5,9,2003,106,1938,-1682.62,108,1066
8,7,2013,183,1951,-582.291,148,2663
29,4,2017,145,2351,-3725.97,128,2617
28,2,2005,101,2811,492.552,156,1098
1,2,2002,116,1619,3873.35,194,1143
8,3,2008,162,1357,68.8917,163,1640
16,11,2011,169,2676,3409.19,126,1176
25,4,2022,168,1490,-443.034,,
30,8,2020,105,2903,-4482.06,,
12,12,2023,190,1858,-1723.38,107,2810
2,10,2012,192,1752,-915.713,107,1755
15,9,2010,165,1657,2490.33,,
6,9,2015,191,2935,-3314.88,110,2250
20,3,2018,168,1112,2540.61,142,2004
30,2,2014,121,2343,1992.04,122,1035
26,4,2016,162,2513,-1373.53,,
23,11,2012,164,2049,-3148.31,103,2355
18,6,2011,109,1628,2407.37,176,1215
21,6,2005,109,1455,2107.56,171,1097
6,12,2016,149,2117,-4261.96,,
4,2,2007,182,1639,4443.35,,
22,12,2004,181,2742,-4167.42,185,1442
30,2,2006,169,1511,-3297.52,172,1589
22,8,2005,159,2011,2239.84,100,1598
16,6,2015,110,1872,1544.41,127,2213
4,1,2003,198,1460,-1194.69,,
12,8,2004,130,2157,1934.55,163,2133
26,2,2003,102,1660,4969.6,141,2896
21,4,2007,147,1745,2648.52,,
19,4,2013,104,1574,1559.18,126,2450
23,4,2000,136,1623,4306.36,140,1312
23,2,2008,189,1360,3282.72,186,2738
12,9,2009,167,2916,-2573.11,176,1739
13,8,2009,118,2898,266.835,161,2010
22,4,2008,164,2641,-1531.27,,
29,8,2023,158,2207,3518.95,154,1355
3,8,2014,158,1590,508.835,131,1411
2,7,2018,105,1778,-4378.88,141,1020
14,4,2017,145,1463,-2131.17,195,1944
14,4,2017,144,1992,-1883.47,140,2960
14,6,2010,156,1837,-3968.77,152,1330
18,10,2013,122,1871,2663.49,,
23,6,2012,152,2855,-2931.92,139,2274
3,6,2013,151,2707,-2293.44,136,2223
3,12,2017,135,2238,20.6858,,
10,12,2020,113,1589,-342.811,,
5,11,2021,123,2029,-1482.73,,
2,4,2007,152,2256,-2986.1,122,2757
30,3,2008,188,2058,3770.36,,
25,6,2017,175,2506,2119.53,114,1813
29,8,2023,104,1442,3891.01,197,1287
28,4,2019,138,1078,-86.9497,113,1005
11,10,2002,129,1431,-911.951,152,1074
2,6,2016,111,1616,-2845.5,,
2,11,2004,180,1276,-4505.91,168,1031
9,8,2020,150,2726,-2005.67,164,2570
13,10,2015,166,2324,4985.57,119,1063
2,6,2022,137,1199,1144.67,183,1453
29,5,2021,130,1016,-3052.65,,
29,10,2017,116,1051,2768.7,162,1087
25,5,2002,199,2835,-1949.24,178,2845
15,12,2013,103,1281,-2409.78,101,2203
2,11,2005,173,1314,952.583,,
18,8,2009,165,2221,-1646.82,,
9,1,2006,158,2501,-3875.91,183,1383
9,3,2022,149,2460,4794.36,102,1904
14,7,2003,109,1409,-4452.7,141,2705
29,2,2021,199,2584,-1730.41,137,2191
25,8,2023,186,2789,-4370.5,130,2261
27,12,2002,123,1005,-3663.66,167,2074
17,7,2006,125,1057,-1391.82,147,1319
1,5,2009,194,2193,84.7383,182,2135
17,11,2012,198,2192,-3846.48,125,2276
4,3,2012,107,2358,1.12999,,
22,3,2008,160,1024,4968.83,,
21,12,2011,160,1117,92.4524,162,2251
23,11,2016,178,2536,-2466.57,107,2709
25,4,2002,157,2717,2831.87,139,1145
5,2,2010,150,1801,-4633.33,189,2222
30,11,2018,100,1247,-4236.92,169,1157
15,8,2007,103,2826,-1339.59,185,1288
5,5,2009,105,1253,352.99,199,1382
22,2,2003,175,2783,-3899.41,187,2861
12,5,2006,163,2592,2150.04,138,2735
30,9,2001,123,1778,-1555.61,183,1820
1,5,2001,124,2263,3126.63,183,1996
27,3,2001,115,1072,-349.372,169,1934
27,3,2008,196,2872,-1462.44,150,1883
20,8,2005,149,1810,-4576.2,170,2134
7,9,2013,181,1640,3864.48,,
16,5,2014,108,1731,2026.97,121,2533
3,1,2009,132,1369,-4588.42,154,2155
1,6,2005,111,1588,25.2432,,
19,8,2008,157,2368,561.363,186,1270
23,12,2003,196,2970,1847.93,160,2072
8,3,2005,119,1023,1662.76,139,1042
8,11,2010,179,1269,-734.696,136,1747
25,9,2001,135,2122,3904.53,,
18,4,2012,174,2167,-2659.62,160,1999
29,4,2006,174,1222,3198.24,178,2313
18,12,2003,136,2353,2468.59,147,1019
9,2,2001,169,1284,-2662.41,164,2200
30,1,2015,153,2056,-1554.96,,
19,4,2017,107,1674,1776.84,108,1267
13,8,2016,194,2695,1188.92,126,1672
17,3,2010,197,2578,-379.214,106,1633
1,5,2012,180,1402,-1496.8,191,2558
17,12,2019,196,1399,-1035.41,,
14,8,2000,157,1473,4189.46,126,2786
27,4,2021,106,2648,-4334.54,169,2960
15,2,2015,155,1709,4371.37,181,1913
22,3,2016,149,1628,3894.62,133,2821
2,12,2016,110,1192,4387.82,194,2366
1,7,2012,187,1175,-243.311,,
5,4,2000,110,1883,-2144.98,129,1725
19,11,2008,173,1910,-4391.61,183,2252
10,2,2009,108,2737,-378.257,,
15,9,2011,160,2118,4761.16,128,1381
3,6,2000,111,2733,-1790.98,115,2226
26,5,2014,115,2224,3680.18,,
12,12,2012,142,2355,-4253.68,194,2781
15,1,2004,115,1307,1007.17,,
6,1,2011,115,2653,2506.83,107,1916
7,4,2010,135,1052,-783.384,116,1458
8,8,2023,124,2019,-1336.32,101,1673
22,10,2001,176,2214,2962.24,,
9,9,2019,130,2590,-2492.55,155,2623
22,6,2018,149,1977,3708.42,134,2458
21,10,2004,105,1019,-3219,141,2417
7,11,2003,187,2237,1457.16,124,2973
17,8,2011,153,2561,-1338.07,124,2941
18,7,2007,176,2935,-4254.72,192,2486
4,1,2005,122,2925,-2139.46,,
28,10,2023,180,1857,841.905,,
23,2,2016,134,2066,1887.77,,
19,2,2015,168,1575,2413.06,180,2754
9,9,2008,116,1783,1771.16,190,2741
21,1,2005,114,2913,-3677.75,169,2170
10,12,2013,174,2142,1274.76,114,2295
30,3,2019,137,1668,2406.46,,
27,3,2005,109,1847,-1331.19,142,1188
16,8,2008,134,1548,4395.59,176,1371
25,3,2007,187,2551,-3382.18,,
12,3,2004,120,1030,321.21,199,2751
2,10,2018,113,1435,-28.9473,169,2031
6,1,2004,198,1682,584.59,166,1713
30,8,2010,141,1583,4004.28,136,1458
16,10,2002,163,2530,382.449,,
16,1,2021,168,1543,-2058.3,109,2245
24,2,2017,178,1579,2715.44,164,1513
7,4,2003,168,2325,2637.86,151,1681
3,11,2006,167,1111,3825.12,,
1,9,2002,177,2913,840.603,,
22,12,2001,110,2094,1837.22,142,2689
1,8,2020,152,2222,-3251.36,163,1843
5,2,2004,119,2146,-946.291,159,2249
27,12,2012,150,1262,-1967.61,172,2688
11,12,2003,100,1263,-567.376,190,1539
27,10,2017,196,1161,3440.02,164,1310
10,10,2012,122,1582,-3909.29,114,2777
29,8,2017,196,1891,-4181.43,149,2919
30,11,2011,100,1622,2437.11,191,1459
1,11,2000,188,2516,-4073.66,,
5,1,2016,156,1190,-4209.53,126,2972
13,9,2020,169,2264,-4671.6,199,2878
25,4,2012,167,2679,3429.15,184,2971
19,5,2021,160,2955,-4990.18,107,2411
21,5,2017,156,1911,1937.94,103,2330
13,1,2012,184,2996,-4602.23,142,1038
7,9,2022,125,2356,-2370.78,,
2,10,2014,117,1538,-4172.44,,
7,10,2000,159,2166,-2526.54,172,2269
2,1,2002,195,2378,-3146.02,,
13,3,2014,157,1553,-1837.03,184,2028
4,12,2022,154,1479,248.341,162,2918
5,9,2010,104,2675,-4461.57,159,1198
15,1,2015,124,1735,2054,111,2541
23,11,2008,175,2442,-3742.93,,
7,1,2002,197,1037,4839.87,128,1065
4,10,2009,147,1333,-2984.08,105,1298
1,8,2020,129,2632,2859.01,178,1903
22,5,2007,186,2356,1124.61,,
14,8,2017,178,1081,-1292.35,189,2800
15,10,2012,169,2993,-2580.69,187,1985
21,6,2014,154,2807,-4245.01,,
11,5,2002,197,1749,-4689.86,,
24,4,2000,173,1804,4834.35,149,1639
19,10,2000,127,1395,434.823,149,1263
15,8,2008,110,2730,-1351.78,151,1603
7,10,2003,117,1057,4426.22,,
20,5,2008,104,1071,-3665.67,192,1629
27,8,2021,120,1219,-2963.47,142,1614
3,9,2004,142,1732,-1460.73,181,2985
11,8,2016,115,2892,-2674.45,,
6,3,2001,129,2578,3931.4,100,2191
26,5,2001,147,1891,4060.27,192,2695
17,11,2009,118,2925,2896.94,137,2325
17,12,2008,137,2559,-54.3594,189,2115
9,9,2019,134,1140,-2490.61,125,2053
19,4,2021,110,1338,4650.34,146,2939
28,8,2010,147,1943,2700.97,197,2667
12,10,2013,197,2346,-2074.45,131,1048
11,3,2014,184,2842,3062.33,138,2881
26,12,2007,148,1473,-3425.12,160,2689
10,1,2021,160,1070,-260.03,192,1445
15,8,2019,174,1378,2689.04,165,2048
19,9,2010,176,1167,1985.34,163,1250
25,11,2010,121,2804,2398.24,160,2941
16,12,2017,138,2342,-563.561,187,2999
23,6,2017,191,2712,1884.59,,
16,5,2006,175,2237,4818.68,139,1831
20,10,2018,148,1956,3118.11,,
5,12,2016,134,2828,2388.97,,
8,2,2009,165,2653,4623.37,197,2973
10,5,2004,148,1812,-4273.75,182,2953
15,12,2006,191,2862,3588.29,157,2868
20,9,2013,103,1275,1005.72,109,2637
3,4,2004,179,2675,-2525.1,,
12,12,2007,157,2159,-3911.02,145,2026
9,12,2003,177,1818,-4170.81,137,1034
23,10,2002,194,1307,2739.23,175,2739
6,3,2001,102,2673,-4970.38,147,2588
13,3,2001,158,2571,877.252,143,1046
28,1,2005,122,1877,-3877.12,156,2980
23,2,2004,174,1359,2839.46,101,1211
13,12,2009,111,2191,1555.72,153,2976
22,4,2006,117,1272,3028.63,159,2076
27,4,2008,159,2480,1340.71,,
